category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	fdr
GO:0045987	0.07852506446357263	1.0	1	1	positive regulation of smooth muscle contraction	BP	1.0
GO:0099501	0.07852506446357263	1.0	1	1	exocytic vesicle membrane	CC	1.0
GO:0106006	0.07852506446357263	1.0	1	1	cytoskeletal protein-membrane anchor activity	MF	1.0
GO:2001223	0.07852506446357263	1.0	1	1	negative regulation of neuron migration	BP	1.0
GO:0004648	0.07852506446357266	1.0	1	1	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	MF	1.0
GO:0007197	0.07852506446357266	1.0	1	1	adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway	BP	1.0
GO:0008196	0.07852506446357266	1.0	1	1	vitellogenin receptor activity	MF	1.0
GO:0008288	0.07852506446357266	1.0	1	1	boss receptor activity	MF	1.0
GO:0009648	0.07852506446357266	1.0	1	1	photoperiodism	BP	1.0
GO:0016286	0.07852506446357266	1.0	1	1	small conductance calcium-activated potassium channel activity	MF	1.0
GO:0019199	0.07852506446357266	1.0	1	1	transmembrane receptor protein kinase activity	MF	1.0
GO:0030135	0.07852506446357266	1.0	1	1	coated vesicle	CC	1.0
GO:0030199	0.07852506446357266	1.0	1	1	collagen fibril organization	BP	1.0
GO:0031033	0.07852506446357266	1.0	1	1	myosin filament organization	BP	1.0
GO:0032533	0.07852506446357266	1.0	1	1	regulation of follicle cell microvillus length	BP	1.0
GO:0035848	0.07852506446357266	1.0	1	1	oviduct morphogenesis	BP	1.0
GO:0038063	0.07852506446357266	1.0	1	1	collagen-activated tyrosine kinase receptor signaling pathway	BP	1.0
GO:0038085	0.07852506446357266	1.0	1	1	vascular endothelial growth factor binding	MF	1.0
GO:0042692	0.07852506446357266	1.0	1	1	muscle cell differentiation	BP	1.0
GO:0043520	0.07852506446357266	1.0	1	1	regulation of myosin II filament assembly	BP	1.0
GO:1904340	0.07852506446357266	1.0	1	1	positive regulation of dopaminergic neuron differentiation	BP	1.0
GO:0008340	0.07895388017163713	0.9531569681397307	18	172	determination of adult lifespan	BP	1.0
GO:0002027	0.07959591368442855	0.9906411545023465	2	7	regulation of heart rate	BP	1.0
GO:0006633	0.08155437476264854	0.9729997621952228	5	34	fatty acid biosynthetic process	BP	1.0
GO:0006809	0.08160960976598974	0.9982654038682123	1	2	nitric oxide biosynthetic process	BP	1.0
GO:1905035	0.08322347095507594	0.9981945661644599	1	2	negative regulation of antifungal innate immune response	BP	1.0
GO:0005865	0.08750940553866743	0.9891290314389284	2	7	striated muscle thin filament	CC	1.0
GO:0006644	0.08765098500847782	0.9751393032987902	4	23	phospholipid metabolic process	BP	1.0
GO:0003863	0.08874485706120673	0.9979409821498272	1	2	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	MF	1.0
GO:0005947	0.08874485706120673	0.9979409821498272	1	2	mitochondrial alpha-ketoglutarate dehydrogenase complex	CC	1.0
GO:0042594	0.08875851619523803	0.958271108420292	9	72	response to starvation	BP	1.0
GO:0006884	0.09253306261033782	0.9881239744422196	2	7	cell volume homeostasis	BP	1.0
GO:0007277	0.09261975175215584	0.9881063272334845	2	7	pole cell development	BP	1.0
GO:0030414	0.09291789855239331	0.9792145225653355	3	16	peptidase inhibitor activity	MF	1.0
GO:0045467	0.09344334042542601	0.9792298564452713	3	15	R7 cell development	BP	1.0
GO:0004768	0.09356729864826124	0.9879127679178	2	7	stearoyl-CoA 9-desaturase activity	MF	1.0
GO:0006636	0.09356729864826124	0.9879127679178	2	7	unsaturated fatty acid biosynthetic process	BP	1.0
GO:0043068	0.09370940907382752	0.9878836329449456	2	7	positive regulation of programmed cell death	BP	1.0
GO:0005890	0.0937681002309537	0.9878715922726662	2	7	sodium:potassium-exchanging ATPase complex	CC	1.0
GO:0018293	0.09446744256724172	0.9976596827151739	1	2	protein-FAD linkage	BP	1.0
GO:0004000	0.09542259441852828	0.9875302417657437	2	7	adenosine deaminase activity	MF	1.0
GO:0006154	0.09542259441852828	0.9875302417657437	2	7	adenosine catabolic process	BP	1.0
GO:0046103	0.09542259441852828	0.9875302417657437	2	7	inosine biosynthetic process	BP	1.0
GO:0031386	0.09570630284766317	0.9860500605300879	2	12	protein tag	MF	1.0
GO:0045743	0.0960548862332969	0.9873988086359381	2	7	positive regulation of fibroblast growth factor receptor signaling pathway	BP	1.0
GO:0007520	0.09661505460749584	0.9665214774763343	5	32	myoblast fusion	BP	1.0
GO:0045824	0.09700443408426773	0.9712655933824521	4	25	negative regulation of innate immune response	BP	1.0
GO:0019731	0.09756078747747896	0.9769431793047639	3	22	antibacterial humoral response	BP	1.0
GO:0010862	0.09824571314086959	0.9869392276993226	2	7	positive regulation of pathway-restricted SMAD protein phosphorylation	BP	1.0
GO:0035008	0.09835200532364752	0.9869167656834702	2	7	positive regulation of melanization defense response	BP	1.0
GO:1902692	0.0984143119761699	0.9776318198549936	3	15	regulation of neuroblast proliferation	BP	1.0
GO:0006164	0.09896274892638716	0.9867874068592338	2	7	purine nucleotide biosynthetic process	BP	1.0
GO:0035313	0.0990522283327094	0.986768412529912	2	7	wound healing, spreading of epidermal cells	BP	1.0
GO:0009062	0.09920156420655483	0.9867366881605308	2	7	fatty acid catabolic process	BP	1.0
GO:0007158	0.09929070562647928	0.9867177370099743	2	7	neuron cell-cell adhesion	BP	1.0
GO:0046011	0.09929377790917411	0.9867170836633604	2	7	regulation of oskar mRNA translation	BP	1.0
GO:0008307	0.10251696031261213	0.9762841499905904	3	15	structural constituent of muscle	MF	1.0
GO:0032036	0.10310115384488484	0.9854064766807182	2	8	myosin heavy chain binding	MF	1.0
GO:0008643	0.10345698742701817	0.975971743361956	3	15	carbohydrate transport	BP	1.0
GO:0008039	0.10452445238595667	0.9627373851324309	5	34	synaptic target recognition	BP	1.0
GO:0004089	0.10483277536101464	0.9752985055013943	3	16	carbonate dehydratase activity	MF	1.0
GO:0007632	0.10544393034333015	0.9753070033353827	3	15	visual behavior	BP	1.0
GO:0046949	0.10693082763805532	0.9748056642755728	3	15	fatty-acyl-CoA biosynthetic process	BP	1.0
GO:0017085	0.10729784414070247	0.9746814064510313	3	15	response to insecticide	BP	1.0
GO:0043647	0.10984073454498534	0.9968094937705436	1	2	inositol phosphate metabolic process	BP	1.0
GO:0004332	0.11169444699661485	0.9966975533044395	1	2	fructose-bisphosphate aldolase activity	MF	1.0
GO:0071333	0.11189276368813218	0.9833760545994266	2	8	cellular response to glucose stimulus	BP	1.0
GO:0097340	0.11252264584194792	0.9966468785285525	1	2	inhibition of cysteine-type endopeptidase activity	BP	1.0
GO:0055088	0.11291231466711399	0.9540286999444457	6	44	lipid homeostasis	BP	1.0
GO:0072546	0.11367193059577507	0.9821792751086933	2	10	EMC complex	CC	1.0
GO:0007131	0.11392461904328641	0.9640436468228897	4	27	reciprocal meiotic recombination	BP	1.0
GO:0005980	0.11473248322842551	0.996509658798635	1	2	glycogen catabolic process	BP	1.0
GO:0006545	0.11564869716675959	0.9964519084008635	1	2	glycine biosynthetic process	BP	1.0
GO:0005923	0.11590601874575931	0.9964355983687002	1	2	bicellular tight junction	CC	1.0
GO:0019239	0.11628367323590769	0.9964115891239202	1	2	deaminase activity	MF	1.0
GO:0030032	0.11654376626743396	0.9822598206409043	2	8	lamellipodium assembly	BP	1.0
GO:0030246	0.1165532794849459	0.9444567108357839	8	74	carbohydrate binding	MF	1.0
GO:0033539	0.11657154620317975	0.9822530667584399	2	8	fatty acid beta-oxidation using acyl-CoA dehydrogenase	BP	1.0
GO:0005773	0.11678885432169954	0.982200199179839	2	8	vacuole	CC	1.0
GO:1903343	0.11699365409293119	0.9951883104294146	1	3	positive regulation of meiotic DNA double-strand break formation	BP	1.0
GO:0006883	0.11976195229117369	0.9814705926626641	2	8	cellular sodium ion homeostasis	BP	1.0
GO:0030007	0.11976195229117369	0.9814705926626641	2	8	cellular potassium ion homeostasis	BP	1.0
GO:0036376	0.11976195229117369	0.9814705926626641	2	8	sodium ion export across plasma membrane	BP	1.0
GO:0051119	0.12058138482923919	0.969793129546809	3	16	sugar transmembrane transporter activity	MF	1.0
GO:0040018	0.12126708194111652	0.960983332393797	4	26	positive regulation of multicellular organism growth	BP	1.0
GO:0035025	0.12158741289818747	0.9694290877651305	3	16	positive regulation of Rho protein signal transduction	BP	1.0
GO:0008584	0.12216963143633863	0.9808711649035206	2	8	male gonad development	BP	1.0
GO:0008061	0.12291283145917423	0.9308787218299195	12	123	chitin binding	MF	1.0
GO:0007169	0.12368030103264169	0.9534752914959594	5	35	transmembrane receptor protein tyrosine kinase signaling pathway	BP	1.0
GO:0002052	0.12443585345568106	0.9595895175991622	4	26	positive regulation of neuroblast proliferation	BP	1.0
GO:0035290	0.12458930970897993	0.980261049894752	2	8	trunk segmentation	BP	1.0
GO:0048526	0.12466762116174204	0.9802411752644757	2	8	imaginal disc-derived wing expansion	BP	1.0
GO:0090734	0.12506131545334404	0.9958292791222589	1	2	site of DNA damage	CC	1.0
GO:0007475	0.1251844515609198	0.9678798496699634	3	17	apposition of dorsal and ventral imaginal disc-derived wing surfaces	BP	1.0
GO:0009615	0.1255654662934031	0.9957944123945327	1	2	response to virus	BP	1.0
GO:0001784	0.12571645918137508	0.9799742152388303	2	8	phosphotyrosine residue binding	MF	1.0
GO:0060278	0.1263281565371253	0.9957413701041258	1	2	regulation of ovulation	BP	1.0
GO:0035006	0.12634137605213633	0.9674505616163324	3	17	melanization defense response	BP	1.0
GO:0071000	0.12806901690347444	0.9956189660266789	1	2	response to magnetism	BP	1.0
GO:0000987	0.12880750984920492	0.9665291009928222	3	17	cis-regulatory region sequence-specific DNA binding	MF	1.0
GO:0007338	0.12974436920647384	0.9940453215138748	1	3	single fertilization	BP	1.0
GO:0030173	0.13002032903106206	0.9954795543073087	1	2	integral component of Golgi membrane	CC	1.0
GO:0019010	0.1308185422647227	0.9954218508238657	1	2	farnesoic acid O-methyltransferase activity	MF	1.0
GO:0006231	0.1308466327989339	0.9954198129855755	1	2	dTMP biosynthetic process	BP	1.0
GO:0016034	0.13159771709418258	0.995365144839815	1	2	maleylacetoacetate isomerase activity	MF	1.0
GO:0061823	0.13182128378747404	0.9953488051681307	1	2	ring centriole	CC	1.0
GO:0016019	0.13210427668468858	0.9953280779919842	1	2	peptidoglycan immune receptor activity	MF	1.0
GO:0106024	0.13213444984486883	0.9953258651085795	1	2	negative regulation of pupariation	BP	1.0
GO:0008176	0.13215335536090903	0.9953244783015376	1	2	tRNA (guanine-N7-)-methyltransferase activity	MF	1.0
GO:0036265	0.13215335536090903	0.9953244783015376	1	2	RNA (guanine-N7)-methylation	BP	1.0
GO:0043527	0.13215335536090903	0.9953244783015376	1	2	tRNA methyltransferase complex	CC	1.0
GO:0006099	0.1324761798237094	0.9488984594318521	5	37	tricarboxylic acid cycle	BP	1.0
GO:0000730	0.1337814360263252	0.9952042219385059	1	2	DNA recombinase assembly	BP	1.0
GO:0043530	0.13441100868791023	0.9935945560417074	1	3	adenosine 5'-monophosphoramidase activity	MF	1.0
GO:0008612	0.13479092148359342	0.9951288328665006	1	2	peptidyl-lysine modification to peptidyl-hypusine	BP	1.0
GO:0004769	0.13490880935126162	0.9951199876955901	1	2	steroid delta-isomerase activity	MF	1.0
GO:0060279	0.13596860776841194	0.9950400829998006	1	2	positive regulation of ovulation	BP	1.0
GO:0120009	0.13671139670664556	0.9632849123412367	3	18	intermembrane lipid transfer	BP	1.0
GO:0061965	0.1368270303586952	0.9949748492627527	1	2	positive regulation of entry into reproductive diapause	BP	1.0
GO:0043559	0.1368270303586961	0.9949748492627527	1	2	insulin binding	MF	1.0
GO:0030882	0.1369379938801002	0.9933431366139743	1	3	lipid antigen binding	MF	1.0
GO:0070891	0.1369379938801002	0.9933431366139743	1	3	lipoteichoic acid binding	MF	1.0
GO:0015139	0.13711471983909634	0.994952884346523	1	2	alpha-ketoglutarate transmembrane transporter activity	MF	1.0
GO:1990550	0.13711471983909634	0.994952884346523	1	2	mitochondrial alpha-ketoglutarate transmembrane transport	BP	1.0
GO:0030031	0.13755687593038837	0.9631905988845365	3	17	cell projection assembly	BP	1.0
GO:0070613	0.1380259622974416	0.9948829709989211	1	2	regulation of protein processing	BP	1.0
GO:0000062	0.13806936302025474	0.9750140774235946	2	12	fatty-acyl-CoA binding	MF	1.0
GO:0006821	0.13838211502655876	0.9628701812156948	3	17	chloride transport	BP	1.0
GO:0097192	0.13853829393685732	0.9948434357618124	1	2	extrinsic apoptotic signaling pathway in absence of ligand	BP	1.0
GO:0031515	0.13905088710290286	0.9948037162364822	1	2	tRNA (m1A) methyltransferase complex	CC	1.0
GO:0048512	0.14048170322688164	0.9754675214846934	2	9	circadian behavior	BP	1.0
GO:0046983	0.14116220335246843	0.9384402215000032	6	50	protein dimerization activity	MF	1.0
GO:0033063	0.1419415488891419	0.9945766463463559	1	2	Rad51B-Rad51C-Rad51D-XRCC2 complex	CC	1.0
GO:0005861	0.14195076495170925	0.9945759140140654	1	2	troponin complex	CC	1.0
GO:0016918	0.14208977018528343	0.9945648618220534	1	2	retinal binding	MF	1.0
GO:0070278	0.14211616467586333	0.994562761845707	1	2	extracellular matrix constituent secretion	BP	1.0
GO:0035174	0.1421265128985288	0.9945619384095733	1	2	histone serine kinase activity	MF	1.0
GO:0002939	0.14248501144269748	0.9945333701359963	1	2	tRNA N1-guanine methylation	BP	1.0
GO:1990044	0.1427018430862062	0.9945160518760477	1	2	protein localization to lipid droplet	BP	1.0
GO:0090256	0.14278897686312605	0.994509084201844	1	2	regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis	BP	1.0
GO:0046951	0.1430052816191297	0.9944917666815479	1	2	ketone body biosynthetic process	BP	1.0
GO:0050421	0.1434825092313136	0.9944534552721577	1	2	nitrite reductase (NO-forming) activity	MF	1.0
GO:0016405	0.14349599029018756	0.9608635754389029	3	17	CoA-ligase activity	MF	1.0
GO:0015783	0.1438959859243338	0.9944201456963003	1	2	GDP-fucose transmembrane transport	BP	1.0
GO:1990570	0.1438959859243338	0.9944201456963003	1	2	GDP-mannose transmembrane transport	BP	1.0
GO:1990809	0.14433549516652125	0.9943846207369121	1	2	endoplasmic reticulum tubular network membrane organization	BP	1.0
GO:0004085	0.14466929293224393	0.9943575588516226	1	2	butyryl-CoA dehydrogenase activity	MF	1.0
GO:0046359	0.14466929293224393	0.9943575588516226	1	2	butyrate catabolic process	BP	1.0
GO:2000373	0.1447348841899163	0.9943522329216509	1	2	positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity	BP	1.0
GO:1903003	0.14500999397585462	0.9943298647424587	1	2	positive regulation of protein deubiquitination	BP	1.0
GO:0060361	0.1451578465024341	0.974140167465516	2	9	flight	BP	1.0
GO:0071722	0.14660900628026916	0.9941989073777506	1	2	detoxification of arsenic-containing substance	BP	1.0
GO:0008898	0.14682435286156284	0.9941811470445959	1	2	S-adenosylmethionine-homocysteine S-methyltransferase activity	MF	1.0
GO:0033528	0.14682435286156284	0.9941811470445959	1	2	S-methylmethionine cycle	BP	1.0
GO:0014067	0.1471425029215686	0.9735681939884393	2	9	negative regulation of phosphatidylinositol 3-kinase signaling	BP	1.0
GO:0022889	0.1480869276657586	0.9940764266396414	1	2	serine transmembrane transporter activity	MF	1.0
GO:0140300	0.1480869276657586	0.9940764266396414	1	2	serine import into mitochondrion	BP	1.0
GO:0009588	0.14844778033017464	0.9940463108402265	1	2	UV-A, blue light phototransduction	BP	1.0
GO:0004459	0.14845626779847726	0.9940456015026511	1	2	L-lactate dehydrogenase activity	MF	1.0
GO:0004069	0.14898482058172058	0.9940013376160696	1	2	L-aspartate:2-oxoglutarate aminotransferase activity	MF	1.0
GO:0030431	0.14908277352410554	0.9338521450064274	6	52	sleep	BP	1.0
GO:0060298	0.1491175930387985	0.9939901905998741	1	2	positive regulation of sarcomere organization	BP	1.0
GO:0043250	0.14958099508269432	0.9939511973864873	1	2	sodium-dependent organic anion transmembrane transporter activity	MF	1.0
GO:0043251	0.14958099508269432	0.9939511973864873	1	2	sodium-dependent organic anion transport	BP	1.0
GO:0098725	0.1496534609731902	0.9939450873410516	1	2	symmetric cell division	BP	1.0
GO:0009642	0.1497367936563406	0.9939380569140576	1	2	response to light intensity	BP	1.0
GO:0002020	0.14975885146393583	0.9939361952493362	1	2	protease binding	MF	1.0
GO:0008191	0.14975885146393583	0.9939361952493362	1	2	metalloendopeptidase inhibitor activity	MF	1.0
GO:0007310	0.14982469262300735	0.9580677860452294	3	18	oocyte dorsal/ventral axis specification	BP	1.0
GO:0002189	0.1500378533379519	0.9939126209081044	1	2	ribose phosphate diphosphokinase complex	CC	1.0
GO:0004749	0.1500378533379519	0.9939126209081044	1	2	ribose phosphate diphosphokinase activity	MF	1.0
GO:0006015	0.1500378533379519	0.9939126209081044	1	2	5-phosphoribose 1-diphosphate biosynthetic process	BP	1.0
GO:0099558	0.15010922637385804	0.9939065822538419	1	2	maintenance of synapse structure	BP	1.0
GO:0050830	0.15020597234074654	0.9388610430011021	5	48	defense response to Gram-positive bacterium	BP	1.0
GO:0007225	0.1502583109921096	0.9938939581827606	1	2	patched ligand maturation	BP	1.0
GO:0015790	0.15037853758082406	0.9938837674055272	1	2	UDP-xylose transmembrane transport	BP	1.0
GO:0008070	0.1504560133651162	0.9938771954337149	1	2	maternal determination of dorsal/ventral axis, ovarian follicular epithelium, germ-line encoded	BP	1.0
GO:0048263	0.15045601336511652	0.9938771954337148	1	2	determination of dorsal identity	BP	1.0
GO:0033619	0.1505217989322637	0.9938716120918093	1	2	membrane protein proteolysis	BP	1.0
GO:0042500	0.1505217989322637	0.9938716120918093	1	2	aspartic endopeptidase activity, intramembrane cleaving	MF	1.0
GO:0098553	0.1505217989322637	0.9938716120918093	1	2	lumenal side of endoplasmic reticulum membrane	CC	1.0
GO:0035233	0.15052866886106758	0.9938710288691126	1	2	germ cell repulsion	BP	1.0
GO:1901563	0.15059571887456696	0.9938653350761562	1	2	response to camptothecin	BP	1.0
GO:0110074	0.1506217100145667	0.9938631271735439	1	2	positive regulation of apical constriction involved in ventral furrow formation	BP	1.0
GO:0035210	0.15063546562902955	0.9938619584833261	1	2	prepupal development	BP	1.0
GO:0003958	0.1508095580250928	0.9938471569906517	1	2	NADPH-hemoprotein reductase activity	MF	1.0
GO:0034417	0.15081568121252048	0.9938466360395641	1	2	bisphosphoglycerate 3-phosphatase activity	MF	1.0
GO:0006550	0.1508203509505713	0.993846238729562	1	2	isoleucine catabolic process	BP	1.0
GO:0032438	0.15082804745675507	0.9938455838661162	1	2	melanosome organization	BP	1.0
GO:0017040	0.15085013377311812	0.993843704424093	1	2	N-acylsphingosine amidohydrolase activity	MF	1.0
GO:0046514	0.15085013377311812	0.993843704424093	1	2	ceramide catabolic process	BP	1.0
GO:0051608	0.15086085816001474	0.9938427917167095	1	2	histamine transport	BP	1.0
GO:0005031	0.15087461506804087	0.9938416208167287	1	2	tumor necrosis factor-activated receptor activity	MF	1.0
GO:0016722	0.15087544654165821	0.9938415500431429	1	2	oxidoreductase activity, acting on metal ions	MF	1.0
GO:0044208	0.1508773964997737	0.9938413840643747	1	2	'de novo' AMP biosynthetic process	BP	1.0
GO:0034349	0.150884871093444	0.9938407478108622	1	2	glial cell apoptotic process	BP	1.0
GO:0006967	0.15088760400619552	0.9938405151705376	1	2	positive regulation of antifungal peptide biosynthetic process	BP	1.0
GO:0035593	0.1508898465689559	0.9938403242678964	1	2	positive regulation of Wnt signaling pathway by establishment of Wnt protein localization to extracellular region	BP	1.0
GO:0006210	0.1508903262818751	0.9938402834309578	1	2	thymine catabolic process	BP	1.0
GO:0090741	0.15089041625682767	0.9938402757715653	1	2	pigment granule membrane	CC	1.0
GO:0004565	0.15089041625682814	0.9938402757715652	1	2	beta-galactosidase activity	MF	1.0
GO:0004837	0.15089041625682814	0.9938402757715652	1	2	tyrosine decarboxylase activity	MF	1.0
GO:0004566	0.1508904162568294	0.9938402757715652	1	2	beta-glucuronidase activity	MF	1.0
GO:0019391	0.1508904162568294	0.9938402757715652	1	2	glucuronoside catabolic process	BP	1.0
GO:0016402	0.15089041625683072	0.9938402757715651	1	2	pristanoyl-CoA oxidase activity	MF	1.0
GO:0050211	0.1508904162568324	0.993840275771565	1	2	procollagen galactosyltransferase activity	MF	1.0
GO:0018149	0.15089041625683258	0.9938402757715649	1	2	peptide cross-linking	BP	1.0
GO:0004613	0.150890416256833	0.9938402757715649	1	2	phosphoenolpyruvate carboxykinase (GTP) activity	MF	1.0
GO:0019543	0.150890416256833	0.9938402757715649	1	2	propionate catabolic process	BP	1.0
GO:0033993	0.150890416256833	0.9938402757715649	1	2	response to lipid	BP	1.0
GO:0046327	0.150890416256833	0.9938402757715649	1	2	glycerol biosynthetic process from pyruvate	BP	1.0
GO:0017050	0.15089041625683344	0.9938402757715649	1	2	D-erythro-sphingosine kinase activity	MF	1.0
GO:0015174	0.15089041625683372	0.9938402757715648	1	2	basic amino acid transmembrane transporter activity	MF	1.0
GO:0089718	0.15089041625683372	0.9938402757715648	1	2	amino acid import across plasma membrane	BP	1.0
GO:0006212	0.1508904162568347	0.9938402757715648	1	2	uracil catabolic process	BP	1.0
GO:0071233	0.1508904162568347	0.9938402757715648	1	2	cellular response to leucine	BP	1.0
GO:0034704	0.15089041625683577	0.9938402757715646	1	2	calcium channel complex	CC	1.0
GO:0071916	0.15089041625683594	0.9938402757715646	1	2	dipeptide transmembrane transporter activity	MF	1.0
GO:0090281	0.1508904162568366	0.9938402757715646	1	2	negative regulation of calcium ion import	BP	1.0
GO:0005436	0.15089041625683708	0.9938402757715645	1	2	sodium:phosphate symporter activity	MF	1.0
GO:0043546	0.15089041625683708	0.9938402757715645	1	2	molybdopterin cofactor binding	MF	1.0
GO:0044341	0.15089041625683708	0.9938402757715645	1	2	sodium-dependent phosphate transport	BP	1.0
GO:1904274	0.15089041625683708	0.9938402757715645	1	2	tricellular tight junction assembly	BP	1.0
GO:2000683	0.15089041625683786	0.9938402757715645	1	2	regulation of cellular response to X-ray	BP	1.0
GO:0016013	0.15089041625683972	0.9938402757715643	1	2	syntrophin complex	CC	1.0
GO:0004359	0.1508904162568411	0.9938402757715642	1	2	glutaminase activity	MF	1.0
GO:0009270	0.15089041625684158	0.9938402757715642	1	2	response to humidity	BP	1.0
GO:0015872	0.15089041625684385	0.993840275771564	1	2	dopamine transport	BP	1.0
GO:1904647	0.1508904162568445	0.993840275771564	1	2	response to rotenone	BP	1.0
GO:0010467	0.15089041625684524	0.993840275771564	1	2	gene expression	BP	1.0
GO:0051378	0.15089041625684524	0.993840275771564	1	2	serotonin binding	MF	1.0
GO:0033138	0.15089041625684532	0.9938402757715639	1	2	positive regulation of peptidyl-serine phosphorylation	BP	1.0
GO:0048737	0.15089041625684532	0.9938402757715639	1	2	imaginal disc-derived appendage development	BP	1.0
GO:0015844	0.15089041625684563	0.9938402757715639	1	2	monoamine transport	BP	1.0
GO:0002142	0.15089041625684618	0.9938402757715639	1	2	stereocilia ankle link complex	CC	1.0
GO:0032426	0.15089041625684618	0.9938402757715639	1	2	stereocilium tip	CC	1.0
GO:0000578	0.1508904162568462	0.9938402757715638	1	2	embryonic axis specification	BP	1.0
GO:0030229	0.1508904162568462	0.9938402757715638	1	2	very-low-density lipoprotein particle receptor activity	MF	1.0
GO:0046658	0.1508904162568462	0.9938402757715639	1	2	anchored component of plasma membrane	CC	1.0
GO:0050510	0.1508904162568462	0.9938402757715639	1	2	N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity	MF	1.0
GO:0032370	0.15089041625684652	0.9938402757715638	1	2	positive regulation of lipid transport	BP	1.0
GO:0007185	0.15089041625684735	0.9938402757715638	1	2	transmembrane receptor protein tyrosine phosphatase signaling pathway	BP	1.0
GO:0016175	0.1508904162568475	0.9938402757715638	1	2	superoxide-generating NAD(P)H oxidase activity	MF	1.0
GO:0032982	0.1508904162568475	0.9938402757715638	1	2	myosin filament	CC	1.0
GO:0045217	0.1508904162568475	0.9938402757715638	1	2	cell-cell junction maintenance	BP	1.0
GO:2000678	0.1508904162568475	0.9938402757715638	1	2	negative regulation of transcription regulatory region DNA binding	BP	1.0
GO:0035324	0.1516795564750801	0.9722414177243255	2	9	female germline ring canal	CC	1.0
GO:0008253	0.15280847823745589	0.9719071441992203	2	9	5'-nucleotidase activity	MF	1.0
GO:0030488	0.15361073757016036	0.9562769196593072	3	19	tRNA methylation	BP	1.0
GO:0050774	0.1541132950330579	0.991496119414969	1	3	negative regulation of dendrite morphogenesis	BP	1.0
GO:0048841	0.15411329503306007	0.9914961194149687	1	3	regulation of axon extension involved in axon guidance	BP	1.0
GO:0016531	0.15541650996367534	0.9913460311609907	1	3	copper chaperone activity	MF	1.0
GO:0001671	0.1559797546872259	0.9552922419542869	3	19	ATPase activator activity	MF	1.0
GO:0045840	0.15655137725818769	0.9912141770732835	1	3	positive regulation of mitotic nuclear division	BP	1.0
GO:0072499	0.15784799647315495	0.9438783442773603	4	27	photoreceptor cell axon guidance	BP	1.0
GO:0035861	0.15855313744147903	0.9691656664915526	2	11	site of double-strand break	CC	1.0
GO:0009922	0.15872854435163533	0.9539158608239543	3	20	fatty acid elongase activity	MF	1.0
GO:0019367	0.15872854435163533	0.9539158608239543	3	20	fatty acid elongation, saturated fatty acid	BP	1.0
GO:0034625	0.15872854435163533	0.9539158608239543	3	20	fatty acid elongation, monounsaturated fatty acid	BP	1.0
GO:0034626	0.15872854435163533	0.9539158608239543	3	20	fatty acid elongation, polyunsaturated fatty acid	BP	1.0
GO:0006813	0.15875875914876775	0.9543788812475311	3	18	potassium ion transport	BP	1.0
GO:0031941	0.15953934053860877	0.9693126743294525	2	10	filamentous actin	CC	1.0
GO:0007602	0.16104535580252868	0.9272356764146283	6	48	phototransduction	BP	1.0
GO:0046847	0.16157292471541815	0.9686778292545236	2	10	filopodium assembly	BP	1.0
GO:0000302	0.1619447085100151	0.9680935998967661	2	11	response to reactive oxygen species	BP	1.0
GO:0016667	0.16238550205754892	0.9905193094627304	1	3	oxidoreductase activity, acting on a sulfur group of donors	MF	1.0
GO:0048100	0.16332941157687586	0.9524501843863473	3	18	wing disc anterior/posterior pattern formation	BP	1.0
GO:0016331	0.16501598284490232	0.9675907317039416	2	10	morphogenesis of embryonic epithelium	BP	1.0
GO:0001708	0.16698058300329718	0.938762735814881	4	31	cell fate specification	BP	1.0
GO:0046689	0.16836259476466608	0.9897776359733623	1	3	response to mercury ion	BP	1.0
GO:0005925	0.1720334694824208	0.9361948433612395	4	31	focal adhesion	CC	1.0
GO:0045995	0.17219185428887102	0.9652757392274524	2	10	regulation of embryonic development	BP	1.0
GO:0015914	0.17312378180419558	0.9649702159940474	2	10	phospholipid transport	BP	1.0
GO:0006665	0.17407034988953007	0.9646587478251955	2	10	sphingolipid metabolic process	BP	1.0
GO:0030175	0.1761534076054841	0.9639692567777103	2	10	filopodium	CC	1.0
GO:0051028	0.17696996987676758	0.9636974526533759	2	10	mRNA transport	BP	1.0
GO:0016651	0.17791589312848569	0.988528906192429	1	3	oxidoreductase activity, acting on NAD(P)H	MF	1.0
GO:0045048	0.17961043310693406	0.9882992023246723	1	3	protein insertion into ER membrane	BP	1.0
GO:0032922	0.1819761104417165	0.9620123749160758	2	10	circadian regulation of gene expression	BP	1.0
GO:0032450	0.18205018796368766	0.9619871989164716	2	10	maltose alpha-glucosidase activity	MF	1.0
GO:0098632	0.18239991707589492	0.9618682449565052	2	10	cell-cell adhesion mediator activity	MF	1.0
GO:0030050	0.1823999170758974	0.9618682449565028	2	10	vesicle transport along actin filament	BP	1.0
GO:0061024	0.18378045082838068	0.9429068554262172	3	20	membrane organization	BP	1.0
